10013415,51,10,59,47,71,73,57,15,66,8
10013633,42,26,68,32,65,64,13,3,48,9
10013819,4,6,3,69,46,72,42,17,57,32
10013947,69,21,31,44,17,74,28,10,4,5
10014004,66,17,16,55,29,43,72,40,14,6
10014043,6,50,8,56,31,39,68,23,14,75
10014269,55,44,1,61,30,59,52,60,41,21
10014326,3,30,46,25,24,6,8,68,44,5
10014339,39,9,43,11,16,25,41,26,40,19
10014378,33,39,18,71,11,66,5,35,36,75
10014598,64,74,49,2,19,63,72,13,65,22
10015349,43,1,36,48,57,54,5,20,21,42
10015467,13,48,70,53,4,71,47,9,42,57
10015535,42,8,10,51,4,75,49,32,40,52
10015879,53,45,12,62,56,28,32,57,3,36
10016199,31,9,56,45,18,53,24,17,30,64
10016248,36,39,70,65,4,6,3,47,10,74
10016366,60,42,6,50,38,74,66,63,37,17
10016516,46,24,42,10,60,48,8,52,38,62
10016647,39,65,37,56,11,34,13,74,27,33
10016781,56,32,25,22,41,58,51,30,44,47
10017096,55,28,35,18,60,36,11,19,43,56
10017281,34,12,52,36,17,31,16,51,72,61
10017363,12,22,10,23,61,49,47,41,3,40
10017501,51,36,9,58,8,53,27,18,16,22
10017686,57,5,15,44,56,75,62,43,34,19
10017897,41,70,15,56,64,63,12,21,20,71
10017951,20,58,27,23,71,63,21,28,13,31
10018065,34,73,49,58,25,19,40,10,51,12
10018076,66,70,49,3,4,50,48,75,44,9
10018098,18,38,6,68,47,2,16,74,64,52
10018137,19,1,38,49,33,67,57,22,48,14
10018144,5,62,47,73,28,31,54,11,14,20
10018422,16,27,74,23,44,25,53,1,49,3
10018470,43,17,11,1,20,44,71,61,73,35
10018669,27,31,75,18,41,43,55,64,52,9
10018932,6,23,67,66,64,19,53,41,46,5
10019203,19,71,20,59,54,35,5,55,63,32
10019402,13,6,73,33,46,2,19,69,37,75
10019632,67,71,27,30,20,51,40,59,53,24
10019682,56,40,10,69,73,31,18,54,72,21
10019814,5,38,63,51,13,55,60,44,7,16
10020345,74,16,59,50,4,35,33,43,24,26
10020347,9,69,12,50,59,68,53,46,51,35
10020494,9,70,31,48,22,8,49,57,39,15
10020780,31,57,36,5,54,49,73,56,12,51
10020915,5,25,24,20,19,32,7,13,41,44
10021378,33,50,57,46,29,62,45,32,40,47
10021678,62,26,74,19,4,21,57,22,28,30
10021827,11,15,20,66,13,62,47,43,32,16
10021923,39,3,45,63,51,21,2,44,29,6
10021977,75,67,24,63,15,42,13,29,12,30
10022137,56,10,51,9,59,14,7,25,18,17
10022148,20,19,32,2,50,1,65,44,27,34
10022170,32,17,67,8,45,68,12,16,72,2
10022311,59,15,67,40,44,6,11,65,49,27
10022365,46,41,33,68,1,56,48,53,72,32
10022959,75,36,65,10,41,5,55,40,39,12
10023058,27,14,75,8,11,46,53,20,41,19
10023113,52,42,11,8,30,33,24,58,75,74
10023514,19,59,6,51,66,62,70,7,8,67
10023557,27,46,11,4,23,54,53,51,72,19
10023673,61,55,2,15,36,17,5,32,22,1
10023836,9,1,52,18,57,21,27,19,13,73
10024119,33,62,23,34,53,42,46,28,52,21
10024301,59,38,57,58,19,22,2,65,21,53
10024334,54,3,58,40,61,13,68,60,4,62
10024361,68,70,28,12,5,17,64,69,73,63
10024906,37,54,44,73,61,50,71,15,34,38
10024939,58,49,14,36,61,72,6,63,46,40
10024998,68,60,71,63,5,30,15,21,53,10
10025171,30,24,26,54,11,70,38,1,67,18
10025469,33,44,32,55,8,14,53,20,52,17
10026814,68,34,75,71,42,69,54,64,70,48
10026996,35,75,65,38,58,66,24,74,54,60
10027165,53,46,72,45,43,17,36,74,24,6
10027298,43,8,37,74,6,73,59,36,72,64
10027375,15,46,6,5,12,61,62,37,67,13
10027408,53,61,73,43,64,34,69,58,29,21
10027477,63,24,11,17,18,37,21,55,19,59
10027584,58,14,18,15,29,43,13,35,12,55
10027596,62,4,51,24,20,8,48,15,9,50
10027642,75,15,13,48,54,68,34,31,55,45
10027692,57,73,18,51,37,62,43,58,16,34
10028408,5,56,64,9,11,61,36,53,27,59
10028685,1,35,64,74,38,56,58,15,42,20
10028913,35,54,7,73,2,24,13,16,61,34
10028954,44,35,47,16,41,11,61,75,13,49
10029023,4,45,63,55,51,6,25,66,59,52
10029024,18,60,73,37,63,3,74,5,15,19
10029943,56,23,12,21,11,41,34,48,46,45
10030178,4,36,46,40,14,70,41,8,65,45
10030596,17,72,3,39,23,45,8,25,55,49
10030613,11,26,32,39,75,14,18,9,23,15
10031092,51,75,47,42,1,13,33,6,62,43
10031180,55,57,30,53,18,48,70,9,58,21
10031196,36,4,44,47,71,60,9,62,37,28
10031224,29,45,64,41,55,15,22,19,9,70
10031262,69,74,52,55,5,43,3,19,42,6
10031498,27,50,29,15,65,8,17,61,44,16
10031570,15,39,70,60,67,24,31,27,11,25
10031902,17,25,29,26,36,57,60,16,35,14
10032248,69,10,59,32,75,35,6,65,20,42
10032390,67,14,68,55,63,50,16,5,62,4
10032514,73,68,65,51,3,63,1,50,19,23
10032827,37,14,12,61,6,57,24,34,66,51
10033398,53,46,42,7,26,39,69,67,35,41
10033514,69,59,25,2,12,37,71,73,64,20
10033572,9,45,32,58,35,50,46,31,49,53
10033617,30,58,62,8,33,56,49,75,3,22
10033881,73,31,66,49,24,67,46,59,74,16
10034121,47,21,25,66,2,39,56,58,35,12
10034296,39,27,63,45,54,2,31,20,56,16
10034457,43,69,29,37,14,42,40,51,38,71
10034587,36,12,46,59,42,29,6,32,19,21
10034773,5,34,19,41,6,69,22,65,30,4
10034863,37,14,16,19,60,33,64,54,7,57
10034976,26,10,68,71,43,22,41,18,11,64
10035254,66,35,7,12,28,43,21,17,29,3
10035363,14,22,29,73,16,50,67,6,69,1
10035411,21,29,35,57,71,54,19,1,65,4
10035449,71,62,17,4,51,70,63,49,54,43
10035892,13,15,53,48,18,51,49,28,33,60
10036305,55,53,54,36,20,71,74,47,65,39
10036338,69,28,22,75,19,2,70,64,43,32
10036631,16,9,31,27,23,25,49,39,55,41
10037084,27,13,22,12,48,14,5,58,40,74
10037108,50,13,2,15,72,73,35,51,10,5
10037164,54,67,51,69,21,39,4,55,59,41
10037253,18,17,67,12,16,65,25,38,75,66
10037494,67,54,71,61,45,4,8,64,3,33
10037941,34,72,66,54,7,40,12,75,43,6
10038040,67,15,42,18,3,44,8,7,34,22
10038134,72,52,56,51,4,10,60,8,17,22
10038182,45,59,31,13,50,44,15,1,60,16
10038336,31,8,29,65,61,53,11,44,75,26
10038508,64,37,9,49,75,21,56,19,70,44
10038670,73,51,28,35,7,13,1,66,11,43
10038747,48,16,34,53,68,10,67,61,24,50
10039157,45,18,75,30,69,51,13,11,68,47
10039178,73,67,52,55,53,8,4,16,7,17
10039189,7,60,54,33,6,41,46,20,38,50
10039468,70,46,66,73,54,43,7,48,27,16
10039503,21,16,71,63,29,58,15,5,60,41
10039617,52,68,75,22,25,29,50,9,44,64
10039783,8,5,64,31,27,34,37,68,24,63
10040235,31,34,27,38,72,64,13,19,44,20
10040345,20,44,52,17,63,8,64,68,66,72
10040523,25,63,9,49,43,2,11,31,69,40
10040526,6,61,42,68,55,25,71,54,72,20
10040590,61,51,43,29,64,44,6,56,28,66
10040948,69,10,36,42,12,35,21,47,18,44
10041221,28,36,57,16,69,37,1,14,61,3
10041462,46,50,23,57,13,60,66,45,48,69
10041595,38,24,4,39,73,69,7,47,22,37
10041760,40,74,70,24,3,17,19,67,64,9
10041878,21,22,66,46,53,19,37,47,72,11
10042107,4,7,70,38,40,20,29,18,8,42
10042205,32,56,22,23,53,17,9,31,5,61
10042207,47,34,3,64,7,62,9,30,54,65
10042290,17,65,52,12,3,73,38,7,49,55
10042305,21,18,40,39,46,37,5,52,68,14
10042316,57,66,47,13,33,55,71,44,68,62
10042443,21,55,38,1,34,13,6,61,22,42
10042564,69,19,14,51,53,20,18,56,48,17
10042603,60,43,46,35,37,13,65,14,2,6
10043101,42,69,48,41,59,37,8,50,31,75
10043130,69,38,8,17,7,73,66,6,53,19
10043140,27,11,46,21,36,72,51,16,65,15
10043206,21,31,47,55,57,28,29,50,18,24
10043677,73,6,29,53,45,47,13,57,1,17
10043760,50,43,41,17,16,68,38,70,30,51
10044473,56,64,54,58,67,72,69,22,48,11
10044962,20,53,74,11,8,7,61,46,56,34
10045056,17,37,16,29,22,73,25,23,44,8
10045548,39,43,38,11,49,57,51,71,29,54
10045769,48,29,32,54,72,9,21,5,25,58
10045788,74,43,38,47,7,67,65,69,16,45
10046025,71,67,46,72,17,53,40,29,51,14
10046067,65,39,46,61,63,31,18,56,15,26
10046232,5,29,74,58,37,31,46,1,24,4
10046256,29,19,49,23,57,34,53,18,12,13
10047715,30,28,23,13,45,42,47,33,8,29
10047864,1,65,13,50,6,37,47,22,34,33
10048249,70,47,60,74,51,11,64,44,29,1
10048332,6,29,61,37,26,52,70,40,8,2
10048375,56,1,9,12,65,22,33,57,67,20
10048664,47,75,35,40,7,20,31,55,42,53
10048674,73,4,17,71,44,56,6,59,53,61
10048788,57,55,13,56,74,26,60,7,22,10
10048789,4,41,8,43,9,33,55,57,47,7
10048793,2,10,63,56,3,6,25,69,58,13
10048803,24,56,20,14,33,16,3,10,72,67
10048898,28,41,2,48,52,27,70,51,69,12
10048987,28,65,63,48,22,70,34,58,53,17
10048989,42,71,36,55,67,4,50,49,7,13
10049348,35,75,19,51,39,67,37,60,43,8
10049779,13,68,59,51,53,42,25,62,41,30
10049800,60,39,53,61,51,6,52,49,68,5
10049906,16,20,75,56,67,3,40,34,31,53
10050055,73,12,17,35,32,63,48,66,71,24
10050351,37,29,63,24,16,3,2,19,7,57
10050410,62,57,51,63,10,37,23,70,18,54
10050413,55,69,10,11,13,36,27,61,39,60
10050682,73,27,47,50,6,22,18,12,46,51
10050714,18,73,49,2,70,46,26,57,48,52
10050745,42,8,64,3,4,7,1,6,61,43
10050806,38,54,70,73,74,63,37,53,12,59
10050961,2,4,49,35,63,29,31,48,24,28
10051030,8,48,42,69,30,26,32,71,43,25
10051431,10,33,62,29,61,27,65,14,25,30
10052080,34,39,17,35,41,64,51,74,3,24
10052121,50,8,4,13,29,54,20,47,28,58
10052502,61,44,48,38,73,50,10,52,36,31
10052560,7,74,56,20,37,15,17,10,11,60
10052834,31,46,58,30,39,72,13,29,67,3
10053044,32,43,7,6,64,26,11,39,31,20
10053162,7,21,33,62,15,13,11,37,43,35
10053480,37,29,4,2,19,46,34,63,23,18
10053661,25,32,3,12,22,60,2,13,16,8
10053881,21,33,17,7,66,53,35,74,19,26
10053893,38,62,1,8,55,15,33,28,46,23
10053986,66,20,45,54,43,42,10,73,71,32
10054016,72,43,69,66,70,51,11,57,52,25
10054338,6,27,3,73,46,72,55,11,26,42
10054814,11,29,26,69,12,4,63,50,43,10
10055030,33,49,14,17,3,47,24,9,22,38
10055127,59,31,32,70,45,9,58,53,69,55
10055436,5,8,58,54,23,69,6,66,33,41
10055708,47,43,37,38,8,32,54,62,57,11
10055752,35,9,74,70,21,23,50,37,55,63
10055932,5,29,57,35,67,52,42,38,33,28
10056126,9,63,16,74,10,55,12,35,17,7
10056167,9,37,46,2,25,45,62,39,10,14
10056267,23,3,69,72,35,18,57,46,61,73
10056939,27,31,40,52,75,53,56,24,28,64
10056995,53,67,24,59,23,4,19,39,10,66
10057467,65,71,22,70,68,34,32,17,21,7
10058254,47,32,25,26,69,11,36,73,3,75
10058353,72,40,35,22,31,32,20,74,57,15
10058585,37,60,30,46,70,24,19,45,59,62
10058592,29,73,1,22,61,63,75,44,35,31
10058656,53,70,66,38,18,44,65,17,56,7
10058730,43,68,7,4,15,59,48,23,36,6
10058854,33,37,38,54,46,32,69,8,31,24
10058936,51,63,24,8,58,52,27,49,44,46
10059084,52,51,21,16,13,20,50,58,72,49
10059330,20,69,11,47,31,33,44,28,7,72
10059364,75,73,67,41,12,39,53,21,54,22
10059406,62,68,56,31,51,27,50,11,41,7
10059485,38,24,53,15,2,22,70,33,13,75
10059547,74,26,35,68,51,34,37,71,54,30
10059671,33,13,3,25,47,50,62,64,70,44
10059969,7,65,74,43,16,31,52,4,18,40
10060042,30,7,56,66,49,36,32,59,17,40
10060090,33,15,47,50,49,7,72,20,4,75
10060449,48,61,31,10,37,21,3,35,53,40
10060909,56,73,15,47,29,74,66,45,33,72
10061127,21,56,43,14,68,33,27,66,71,11
10061344,64,59,30,43,73,27,24,50,14,8
10061579,52,13,58,3,57,73,8,14,49,41
10061692,25,35,17,74,2,58,4,21,10,34
10061714,32,45,52,72,8,57,5,54,65,31
10061829,66,54,46,59,62,68,11,29,43,73
10061933,73,41,6,3,62,45,18,4,28,67
10062026,73,17,2,29,45,74,31,20,33,64
10062044,17,74,61,44,3,50,33,47,4,40
10062115,4,50,9,20,37,66,34,18,59,67
10062221,66,60,23,33,29,25,4,21,47,45
10062323,2,39,65,61,30,13,41,64,29,72
10062821,2,19,29,16,71,49,68,30,40,36
10063117,46,44,49,57,19,60,23,21,13,12
10063227,5,20,11,30,64,23,24,21,14,55
10063257,69,46,53,57,26,56,50,14,10,47
10063555,5,47,31,29,20,18,68,35,22,41
10063855,20,35,63,1,8,53,17,15,36,59
10064049,4,61,22,2,39,14,63,24,11,46
10064227,62,6,37,38,15,65,19,29,56,41
10064808,25,64,46,3,31,34,1,12,60,69
10064843,73,48,41,66,19,55,15,25,70,2
10064909,69,41,44,17,23,43,67,53,13,36
10065195,30,40,28,69,55,33,6,35,66,4
10065233,16,26,44,72,39,64,11,1,14,50
10065349,47,69,12,46,74,6,29,20,21,32
10065443,31,44,38,70,71,21,23,20,74,26
10065670,61,12,51,43,36,59,9,18,48,60
10065681,34,1,49,42,33,32,66,54,72,74
10066236,9,25,52,20,34,45,7,19,67,5
10066398,30,17,35,42,54,38,3,34,71,40
10066479,8,21,56,39,73,47,33,11,62,67
10066574,40,9,26,56,50,34,14,44,23,2
10066651,54,55,58,5,37,4,49,6,45,56
10067059,27,69,7,37,18,20,60,34,63,31
10067191,54,61,27,44,3,73,4,69,6,71
10067276,67,53,48,30,35,14,66,75,51,25
10067324,62,58,40,38,20,50,61,18,73,36
10067354,31,1,26,46,33,15,38,2,49,68
10067597,23,14,42,50,25,60,9,33,3,49
10067718,46,49,48,64,25,63,24,10,21,75
10067802,70,35,27,44,8,71,10,21,18,13
10067805,36,66,8,39,54,2,38,65,57,4
10067806,57,35,52,23,44,51,42,7,71,17
10068236,72,11,26,74,46,54,75,8,22,71
10069205,38,2,75,65,70,24,15,68,47,74
10069402,75,55,8,15,71,13,35,29,7,22
10069686,72,33,73,29,61,68,30,70,74,59
10069707,11,52,13,23,72,50,67,61,39,47
10069754,68,36,29,16,74,5,32,22,54,49
10069842,5,6,60,73,31,67,44,1,75,58
10069887,5,49,17,63,34,23,40,69,74,47
10070561,36,11,19,69,56,15,1,37,63,68
10070799,12,23,27,43,6,74,69,5,48,65
10071368,20,63,4,69,34,32,16,49,33,19
10071392,38,26,60,75,2,62,49,10,4,7
10071495,21,56,38,58,53,34,30,55,50,3
10071661,64,34,14,74,1,30,67,70,16,42
10071967,4,64,47,25,73,12,48,71,54,34
10071972,37,51,60,15,39,66,48,36,62,71
10072150,28,25,2,36,57,47,8,16,4,56
10072302,66,20,28,1,6,37,57,43,3,26
10072314,42,16,66,48,60,75,8,19,25,57
10073213,53,16,38,2,61,48,25,59,18,7
10073221,71,19,2,74,45,41,20,63,52,24
10073237,24,8,42,2,4,1,40,54,47,75
10073256,41,20,32,48,70,54,69,68,56,24
10073439,9,35,28,25,11,33,7,12,42,13
10073461,43,35,24,13,71,16,66,41,8,48
10073602,50,54,39,69,11,44,45,19,30,28
10073656,10,12,64,25,70,62,50,19,38,11
10073740,12,68,39,18,4,17,61,21,70,19
10073980,42,53,30,56,73,62,57,1,8,36
10074018,60,16,9,4,48,22,24,20,7,30
10074275,53,6,28,26,30,54,73,17,49,7
10074393,1,67,11,32,35,45,10,29,25,15
10074581,13,11,49,34,5,31,17,59,67,52
10074775,64,29,28,58,55,24,5,75,23,20
10074785,26,69,46,75,40,22,2,8,3,9
10074812,52,31,65,25,69,59,66,50,49,23
10075046,30,27,73,25,38,14,66,47,61,3
10075181,2,34,10,61,56,14,32,43,72,55
10075241,15,19,57,35,52,18,41,33,53,11
10075330,49,59,18,65,7,12,38,23,52,14
10075490,20,34,70,49,5,31,12,10,60,4
10075716,30,46,3,29,48,33,73,16,38,17
10075991,42,13,74,55,52,54,24,46,75,16
10076131,71,11,39,35,23,7,16,44,34,48
10076696,71,60,56,13,40,9,5,66,61,42
10076914,61,35,74,6,40,7,34,60,46,15
10077099,70,57,24,18,46,72,64,20,7,14
10077269,1,4,67,61,21,46,64,56,53,2
10077336,20,40,68,50,6,51,57,5,70,53
10077427,11,7,17,74,31,48,65,10,62,67
10077840,44,54,7,25,61,33,72,15,34,13
10077873,49,16,73,10,41,71,54,35,62,38
10077977,68,11,22,64,57,14,16,58,15,33
10078113,3,17,15,49,23,39,51,67,22,41
10078152,68,29,24,6,34,28,7,38,69,4
10078381,58,12,25,31,62,33,7,57,53,22
10078751,65,46,62,12,10,13,6,32,11,54
10078898,32,12,5,3,50,4,38,68,43,63
10078987,61,67,27,39,12,43,66,31,41,11
10079021,74,63,39,58,14,31,22,46,56,54
10079176,13,18,56,34,66,10,69,55,74,70
10079254,60,48,8,23,2,20,1,73,47,10
10079280,35,59,11,10,23,70,57,60,20,54
10079461,75,64,20,40,17,13,3,38,65,16
10079936,58,21,64,30,62,43,16,49,10,52
10080214,57,13,49,12,24,2,61,1,29,11
10080243,42,26,63,38,15,23,10,20,54,17
10080417,60,29,58,46,66,22,71,15,4,6
10080966,54,28,22,60,75,10,72,11,71,58
10081321,3,16,66,42,58,22,57,55,8,17
10081353,46,43,69,70,59,41,21,33,9,16
10081417,23,54,3,13,44,51,31,29,14,20
10081623,74,8,40,13,57,18,2,22,30,32
10081714,58,10,38,28,31,19,18,4,26,15
10082499,70,25,14,60,13,9,48,57,1,37
10082733,13,9,2,39,11,43,24,68,21,30
10082941,38,37,36,61,1,12,31,35,62,18
10083051,47,18,29,69,67,34,27,59,52,23
10083145,55,8,59,10,23,33,2,45,63,38
10083168,29,11,17,37,46,4,36,51,25,5
10083259,61,46,16,29,65,75,9,47,49,5
10083358,40,21,33,7,6,32,71,4,17,47
10083413,27,69,14,43,55,30,18,51,15,31
10083462,15,20,2,68,38,47,58,26,11,4
10084009,16,67,47,61,65,28,12,48,6,63
10084216,12,22,10,70,68,1,50,24,13,48
10084307,4,58,38,14,50,26,23,62,32,42
10084311,58,20,65,31,41,45,52,55,42,6
10084385,55,42,14,67,71,57,32,15,24,17
10084595,34,24,48,38,32,19,3,42,27,46
10084641,62,6,23,2,55,40,45,27,7,31
10084810,58,22,63,36,68,45,41,20,8,25
10084841,50,11,70,8,16,52,26,53,7,15
10085247,66,24,12,48,45,57,18,33,20,32
10085404,74,49,19,45,17,69,23,66,58,4
10085417,62,38,59,9,25,68,65,6,36,45
10085445,43,75,6,60,53,38,16,19,33,13
10085652,52,21,6,40,75,69,64,47,73,70
10086168,24,12,19,56,32,51,8,6,30,71
10086211,14,72,9,60,44,40,32,23,18,19
10086269,35,10,28,15,57,41,31,59,22,45
10086358,39,22,30,71,19,17,40,32,20,21
10086745,60,51,31,20,15,37,6,42,57,12
10086855,33,47,17,71,3,68,7,6,19,12
10086904,43,29,54,48,68,39,25,72,49,12
10087072,19,60,42,7,57,1,3,53,43,41
10087745,37,65,68,38,48,52,45,50,74,40
10088250,58,37,16,73,30,44,2,51,11,1
10088258,47,31,21,73,20,40,62,66,27,14
10088283,74,48,53,34,1,38,61,69,56,65
10088312,54,21,53,23,40,75,6,46,52,66
10088315,4,69,22,63,62,15,14,2,48,24
10088324,5,14,45,73,41,28,35,64,52,67
10088610,19,7,37,60,59,35,14,61,53,74
10089088,28,36,47,70,57,75,35,1,66,31
10089462,37,5,36,42,7,29,54,41,21,72
10089891,71,55,5,27,50,10,53,19,75,43
10090135,25,13,63,8,52,6,42,35,12,26
10090276,38,62,73,16,58,75,60,69,11,12
10090278,53,6,66,18,45,63,37,60,5,47
10090651,67,46,38,4,43,26,20,10,64,18
10091162,15,50,44,52,26,2,28,75,56,1
10091309,9,63,48,62,45,36,69,53,74,31
10091557,68,57,34,12,40,32,27,21,18,43
10092017,29,11,30,15,8,9,39,6,59,69
10092126,72,64,33,6,18,14,9,68,58,50
10092261,51,26,14,5,49,69,25,30,57,27
10092303,20,52,9,49,63,39,2,59,33,10
10092317,8,67,62,38,47,40,63,37,43,17
10092382,3,2,11,31,33,45,65,41,40,35
10092602,75,46,26,3,4,66,48,49,22,33
10092716,51,22,25,29,60,15,2,34,50,59
10092952,47,10,51,46,12,68,24,30,53,21
10093224,72,13,16,37,12,49,27,30,50,19
10093793,7,72,70,54,58,57,37,3,35,65
10093901,72,27,20,41,31,35,25,5,29,61
10094214,47,40,34,4,23,1,54,42,12,14
10094236,44,25,7,55,61,54,8,56,70,51
10094723,25,72,4,46,69,31,30,6,53,54
10094932,56,3,43,33,17,8,11,18,50,24
10095169,21,7,36,22,5,35,43,59,1,72
10095552,26,49,34,48,55,67,1,31,64,65
10095603,8,47,57,65,18,34,48,35,39,37
10095644,72,45,43,26,38,14,30,23,37,34
10095663,30,32,61,60,75,17,25,59,62,57
10095923,35,57,5,64,74,18,61,50,19,75
10095935,36,28,63,71,10,19,4,25,68,74
10096007,71,52,6,68,56,14,47,37,50,20
10096450,38,6,5,22,8,28,34,2,69,65
10096856,64,15,29,47,16,56,1,46,51,40
10096898,39,26,20,47,73,5,35,49,15,52
10097383,57,35,9,6,29,2,64,8,24,68
10097422,63,30,48,36,73,8,27,45,7,12
10097498,21,61,29,46,16,69,73,6,26,68
10097501,53,55,46,72,36,42,33,27,48,43
10098035,59,35,19,52,21,39,64,2,36,44
10098130,36,65,71,9,62,61,47,18,74,15
10098160,8,15,55,38,28,70,57,43,27,63
10098278,7,40,43,48,28,59,8,71,12,32
10098378,53,41,63,75,29,21,35,71,50,8
10098606,55,72,40,47,15,75,20,59,11,44
10098830,15,19,23,25,58,16,59,12,2,38
10098953,26,31,35,17,42,3,56,72,1,34
10098982,15,50,8,67,47,1,21,53,24,34
10099098,1,32,57,25,65,18,74,15,64,20
10099623,37,59,75,3,34,47,50,1,74,54
10100043,7,39,27,21,5,45,28,12,67,64
10100167,15,21,38,58,41,7,17,6,11,62
10100222,3,69,6,34,67,32,26,64,45,13
10100244,42,60,20,32,39,14,26,55,21,36
10100633,8,37,10,4,52,14,74,57,56,64
10101040,39,20,44,28,57,24,45,27,47,15
10101288,10,9,27,17,5,60,12,66,62,43
10101378,5,7,57,19,52,48,10,21,3,46
10101462,14,26,72,42,19,25,10,46,58,70
10101590,32,72,6,25,34,40,70,73,35,54
10101785,75,15,66,16,33,71,55,6,3,52
10101887,48,18,38,37,25,43,64,45,14,49
10102029,9,7,11,32,29,40,38,75,10,55
10102284,11,24,19,6,69,39,55,50,41,47
10102653,31,46,50,33,62,5,28,35,13,12
10102824,1,37,71,75,74,8,23,31,29,60
10102897,70,57,17,40,42,10,18,50,23,61
10103270,55,75,64,40,34,2,3,27,26,49
10103286,53,48,14,46,2,37,64,20,23,56
10103306,58,74,3,52,50,14,10,32,64,23
10103720,24,66,49,63,18,50,44,28,27,33
10103934,37,74,52,4,69,44,71,35,64,25
10104041,49,41,1,69,75,54,53,22,72,31
10104044,35,2,40,36,20,16,13,46,28,70
10104066,28,32,7,45,61,58,22,16,12,38
10104099,62,29,12,46,44,41,71,11,4,13
10104147,16,33,62,7,49,40,54,28,43,55
10104709,49,60,61,4,13,24,30,23,70,34
10104929,71,12,7,8,36,14,75,42,64,9
10104932,8,2,14,7,9,29,3,10,43,19
10105206,66,39,21,26,38,1,15,35,42,72
10105235,50,36,73,53,25,19,63,51,41,74
10105245,60,19,30,10,48,34,2,38,25,64
10105680,10,55,63,65,73,34,5,57,12,47
10105807,54,26,53,7,72,42,13,58,18,11
10106250,2,19,4,17,62,49,32,48,56,66
10106297,14,70,44,47,24,9,31,34,36,19
